Server Name,Feed Name,Session Name,Channel,Customer,Multicast Group,Switch IP,Interface
VN-NY4-TP-4-p1p2,opra,Session 27,B,Victory Networks,233.43.202.163,10.75.128.4,Et23
VN-NY4-CAP-2-eth7,opra,Session 27,B,Victory Networks,233.43.202.163,10.75.128.4,Et37
VN-NY4-TP-5-eth5,opra,Session 27,B,Victory Networks,233.43.202.163,10.75.128.4,Et48
VN-NY4-TP-4-p1p2,opra,Session 28,B,Victory Networks,233.43.202.164,10.75.128.4,Et23
VN-NY4-CAP-2-eth7,opra,Session 28,B,Victory Networks,233.43.202.164,10.75.128.4,Et37
VN-NY4-TP-5-eth5,opra,Session 28,B,Victory Networks,233.43.202.164,10.75.128.4,Et48
VN-NY4-TP-4-p2p1,opra,Session 29,B,Victory Networks,233.43.202.165,10.75.128.4,Et33
VN-NY4-CAP-2-eth7,opra,Session 29,B,Victory Networks,233.43.202.165,10.75.128.4,Et37
VN-NY4-TP-5-p2p2,opra,Session 29,B,Victory Networks,233.43.202.165,10.75.128.4,Et43
VN-NY4-TP-4-p2p1,opra,Session 30,B,Victory Networks,233.43.202.166,10.75.128.4,Et33
VN-NY4-CAP-2-eth7,opra,Session 30,B,Victory Networks,233.43.202.166,10.75.128.4,Et37
VN-NY4-TP-5-p2p2,opra,Session 30,B,Victory Networks,233.43.202.166,10.75.128.4,Et43
VN-NY4-TP-4-p2p1,opra,Session 31,B,Victory Networks,233.43.202.167,10.75.128.4,Et33
VN-NY4-CAP-2-eth7,opra,Session 31,B,Victory Networks,233.43.202.167,10.75.128.4,Et37
VN-NY4-TP-5-p2p2,opra,Session 31,B,Victory Networks,233.43.202.167,10.75.128.4,Et43
VN-NY4-TP-4-p2p1,opra,Session 32,B,Victory Networks,233.43.202.168,10.75.128.4,Et33
VN-NY4-CAP-2-eth7,opra,Session 32,B,Victory Networks,233.43.202.168,10.75.128.4,Et37
VN-NY4-TP-5-p2p2,opra,Session 32,B,Victory Networks,233.43.202.168,10.75.128.4,Et43
VN-NY4-TP-4-p2p1,opra,Session 33,B,Victory Networks,233.43.202.169,10.75.128.4,Et33
VN-NY4-CAP-2-eth7,opra,Session 33,B,Victory Networks,233.43.202.169,10.75.128.4,Et37
VN-NY4-TP-5-p2p2,opra,Session 33,B,Victory Networks,233.43.202.169,10.75.128.4,Et43
VN-NY4-TP-2-eth11,opra,Session 17,A,Victory Networks,233.43.202.17,10.75.128.9,Et4
VN-NY4-TP-4-p3p1,opra,Session 17,A,Victory Networks,233.43.202.17,10.75.128.9,Et10
VN-NY4-TP-4-p1p2,opra,Session 34,B,Victory Networks,233.43.202.170,10.75.128.4,Et23
VN-NY4-CAP-2-eth7,opra,Session 34,B,Victory Networks,233.43.202.170,10.75.128.4,Et37
VN-NY4-TP-5-eth5,opra,Session 34,B,Victory Networks,233.43.202.170,10.75.128.4,Et48
VN-NY4-TP-4-p1p2,opra,Session 35,B,Victory Networks,233.43.202.171,10.75.128.4,Et23
VN-NY4-CAP-2-eth7,opra,Session 35,B,Victory Networks,233.43.202.171,10.75.128.4,Et37
VN-NY4-TP-5-eth5,opra,Session 35,B,Victory Networks,233.43.202.171,10.75.128.4,Et48
VN-NY4-TP-4-p1p2,opra,Session 36,B,Victory Networks,233.43.202.172,10.75.128.4,Et23
VN-NY4-CAP-2-eth7,opra,Session 36,B,Victory Networks,233.43.202.172,10.75.128.4,Et37
VN-NY4-TP-5-eth5,opra,Session 36,B,Victory Networks,233.43.202.172,10.75.128.4,Et48
VN-NY4-TP-4-p1p2,opra,Session 37,B,Victory Networks,233.43.202.173,10.75.128.4,Et23
VN-NY4-CAP-2-eth7,opra,Session 37,B,Victory Networks,233.43.202.173,10.75.128.4,Et37
VN-NY4-TP-5-eth5,opra,Session 37,B,Victory Networks,233.43.202.173,10.75.128.4,Et48
VN-NY4-TP-4-p1p2,opra,Session 38,B,Victory Networks,233.43.202.174,10.75.128.4,Et23
VN-NY4-CAP-2-eth7,opra,Session 38,B,Victory Networks,233.43.202.174,10.75.128.4,Et37
VN-NY4-TP-5-eth5,opra,Session 38,B,Victory Networks,233.43.202.174,10.75.128.4,Et48
VN-NY4-TP-4-p2p1,opra,Session 39,B,Victory Networks,233.43.202.175,10.75.128.4,Et33
VN-NY4-CAP-2-eth7,opra,Session 39,B,Victory Networks,233.43.202.175,10.75.128.4,Et37
VN-NY4-TP-5-p2p2,opra,Session 39,B,Victory Networks,233.43.202.175,10.75.128.4,Et43
VN-NY4-TP-4-p2p1,opra,Session 40,B,Victory Networks,233.43.202.176,10.75.128.4,Et33
VN-NY4-CAP-2-eth7,opra,Session 40,B,Victory Networks,233.43.202.176,10.75.128.4,Et37
VN-NY4-TP-5-p2p2,opra,Session 40,B,Victory Networks,233.43.202.176,10.75.128.4,Et43
VN-NY4-TP-4-p2p1,opra,Session 41,B,Victory Networks,233.43.202.177,10.75.128.4,Et33
VN-NY4-CAP-2-eth7,opra,Session 41,B,Victory Networks,233.43.202.177,10.75.128.4,Et37
VN-NY4-TP-5-p2p2,opra,Session 41,B,Victory Networks,233.43.202.177,10.75.128.4,Et43
VN-NY4-TP-4-p2p1,opra,Session 42,B,Victory Networks,233.43.202.178,10.75.128.4,Et33
VN-NY4-CAP-2-eth7,opra,Session 42,B,Victory Networks,233.43.202.178,10.75.128.4,Et37
VN-NY4-TP-5-p2p2,opra,Session 42,B,Victory Networks,233.43.202.178,10.75.128.4,Et43
VN-NY4-TP-4-p2p1,opra,Session 43,B,Victory Networks,233.43.202.179,10.75.128.4,Et33
VN-NY4-CAP-2-eth7,opra,Session 43,B,Victory Networks,233.43.202.179,10.75.128.4,Et37
VN-NY4-TP-5-p2p2,opra,Session 43,B,Victory Networks,233.43.202.179,10.75.128.4,Et43
VN-NY4-TP-2-eth11,opra,Session 18,A,Victory Networks,233.43.202.18,10.75.128.9,Et4
VN-NY4-TP-4-p3p1,opra,Session 18,A,Victory Networks,233.43.202.18,10.75.128.9,Et10
VN-NY4-TP-4-p1p2,opra,Session 44,B,Victory Networks,233.43.202.180,10.75.128.4,Et23
VN-NY4-CAP-2-eth7,opra,Session 44,B,Victory Networks,233.43.202.180,10.75.128.4,Et37
VN-NY4-TP-5-eth5,opra,Session 44,B,Victory Networks,233.43.202.180,10.75.128.4,Et48
VN-NY4-TP-4-p1p2,opra,Session 45,B,Victory Networks,233.43.202.181,10.75.128.4,Et23
VN-NY4-CAP-2-eth7,opra,Session 45,B,Victory Networks,233.43.202.181,10.75.128.4,Et37
VN-NY4-TP-5-eth5,opra,Session 45,B,Victory Networks,233.43.202.181,10.75.128.4,Et48
VN-NY4-TP-4-p1p2,opra,Session 46,B,Victory Networks,233.43.202.182,10.75.128.4,Et23
VN-NY4-CAP-2-eth7,opra,Session 46,B,Victory Networks,233.43.202.182,10.75.128.4,Et37
VN-NY4-TP-5-eth5,opra,Session 46,B,Victory Networks,233.43.202.182,10.75.128.4,Et48
VN-NY4-TP-4-p1p2,opra,Session 47,B,Victory Networks,233.43.202.183,10.75.128.4,Et23
VN-NY4-CAP-2-eth7,opra,Session 47,B,Victory Networks,233.43.202.183,10.75.128.4,Et37
VN-NY4-TP-5-eth5,opra,Session 47,B,Victory Networks,233.43.202.183,10.75.128.4,Et48
VN-NY4-TP-4-p1p2,opra,Session 48,B,Victory Networks,233.43.202.184,10.75.128.4,Et23
VN-NY4-CAP-2-eth7,opra,Session 48,B,Victory Networks,233.43.202.184,10.75.128.4,Et37
VN-NY4-TP-5-eth5,opra,Session 48,B,Victory Networks,233.43.202.184,10.75.128.4,Et48
VN-NY4-TP-2-eth11,opra,Session 19,A,Victory Networks,233.43.202.19,10.75.128.9,Et4
VN-NY4-TP-4-p3p1,opra,Session 19,A,Victory Networks,233.43.202.19,10.75.128.9,Et10
VN-NY4-TP-2-eth8,opra,Session 2,A,Victory Networks,233.43.202.2,10.75.128.9,Et5
VN-NY4-TP-4-p2p2,opra,Session 2,A,Victory Networks,233.43.202.2,10.75.128.9,Et9
VN-NY4-TP-2-eth11,opra,Session 20,A,Victory Networks,233.43.202.20,10.75.128.9,Et4
VN-NY4-TP-4-p3p1,opra,Session 20,A,Victory Networks,233.43.202.20,10.75.128.9,Et10
VN-NY4-TP-2-eth11,opra,Session 21,A,Victory Networks,233.43.202.21,10.75.128.9,Et4
VN-NY4-TP-4-p3p1,opra,Session 21,A,Victory Networks,233.43.202.21,10.75.128.9,Et10
VN-NY4-TP-2-eth11,opra,Session 22,A,Victory Networks,233.43.202.22,10.75.128.9,Et4
VN-NY4-TP-4-p3p1,opra,Session 22,A,Victory Networks,233.43.202.22,10.75.128.9,Et10
VN-NY4-TP-2-eth11,opra,Session 23,A,Victory Networks,233.43.202.23,10.75.128.9,Et4
VN-NY4-TP-4-p3p1,opra,Session 23,A,Victory Networks,233.43.202.23,10.75.128.9,Et10
VN-NY4-TP-4-p1p1,opra,Session 24,A,Victory Networks,233.43.202.24,10.75.128.9,Et8
VN-NY4-TP-5-eth4,opra,Session 24,A,Victory Networks,233.43.202.24,10.75.128.9,Et16
VN-NY4-TP-2-eth8,opra,Session 3,A,Victory Networks,233.43.202.3,10.75.128.9,Et5
VN-NY4-TP-4-p2p2,opra,Session 3,A,Victory Networks,233.43.202.3,10.75.128.9,Et9
VN-NY4-TP-4-p2p1,opra,Session 1,B,Victory Networks,233.43.202.33,10.75.128.4,Et33
VN-NY4-CAP-2-eth7,opra,Session 1,B,Victory Networks,233.43.202.33,10.75.128.4,Et37
VN-NY4-TP-2-eth10,opra,Session 1,B,Victory Networks,233.43.202.33,10.75.128.4,Et50
VN-NY4-TP-4-p2p1,opra,Session 2,B,Victory Networks,233.43.202.34,10.75.128.4,Et33
VN-NY4-CAP-2-eth7,opra,Session 2,B,Victory Networks,233.43.202.34,10.75.128.4,Et37
VN-NY4-TP-2-eth10,opra,Session 2,B,Victory Networks,233.43.202.34,10.75.128.4,Et50
VN-NY4-TP-4-p2p1,opra,Session 3,B,Victory Networks,233.43.202.35,10.75.128.4,Et33
VN-NY4-CAP-2-eth7,opra,Session 3,B,Victory Networks,233.43.202.35,10.75.128.4,Et37
VN-NY4-TP-2-eth10,opra,Session 3,B,Victory Networks,233.43.202.35,10.75.128.4,Et50
VN-NY4-TP-4-p2p1,opra,Session 4,B,Victory Networks,233.43.202.36,10.75.128.4,Et33
VN-NY4-CAP-2-eth7,opra,Session 4,B,Victory Networks,233.43.202.36,10.75.128.4,Et37
VN-NY4-TP-2-eth10,opra,Session 4,B,Victory Networks,233.43.202.36,10.75.128.4,Et50
VN-NY4-TP-4-p2p1,opra,Session 5,B,Victory Networks,233.43.202.37,10.75.128.4,Et33
VN-NY4-CAP-2-eth7,opra,Session 5,B,Victory Networks,233.43.202.37,10.75.128.4,Et37
VN-NY4-TP-2-eth10,opra,Session 5,B,Victory Networks,233.43.202.37,10.75.128.4,Et50
VN-NY4-TP-4-p3p2,opra,Session 6,B,Victory Networks,233.43.202.38,10.75.128.4,Et34
VN-NY4-CAP-2-eth7,opra,Session 6,B,Victory Networks,233.43.202.38,10.75.128.4,Et37
VN-NY4-TP-2-eth10,opra,Session 6,B,Victory Networks,233.43.202.38,10.75.128.4,Et50
VN-NY4-TP-4-p3p2,opra,Session 7,B,Victory Networks,233.43.202.39,10.75.128.4,Et34
VN-NY4-CAP-2-eth7,opra,Session 7,B,Victory Networks,233.43.202.39,10.75.128.4,Et37
VN-NY4-TP-2-eth10,opra,Session 7,B,Victory Networks,233.43.202.39,10.75.128.4,Et50
VN-NY4-TP-2-eth8,opra,Session 4,A,Victory Networks,233.43.202.4,10.75.128.9,Et5
VN-NY4-TP-4-p2p2,opra,Session 4,A,Victory Networks,233.43.202.4,10.75.128.9,Et9
VN-NY4-TP-4-p3p2,opra,Session 8,B,Victory Networks,233.43.202.40,10.75.128.4,Et34
VN-NY4-CAP-2-eth7,opra,Session 8,B,Victory Networks,233.43.202.40,10.75.128.4,Et37
VN-NY4-TP-2-eth10,opra,Session 8,B,Victory Networks,233.43.202.40,10.75.128.4,Et50
VN-NY4-TP-4-p3p2,opra,Session 9,B,Victory Networks,233.43.202.41,10.75.128.4,Et34
VN-NY4-CAP-2-eth7,opra,Session 9,B,Victory Networks,233.43.202.41,10.75.128.4,Et37
VN-NY4-TP-2-eth10,opra,Session 9,B,Victory Networks,233.43.202.41,10.75.128.4,Et50
VN-NY4-TP-4-p3p2,opra,Session 10,B,Victory Networks,233.43.202.42,10.75.128.4,Et34
VN-NY4-CAP-2-eth7,opra,Session 10,B,Victory Networks,233.43.202.42,10.75.128.4,Et37
VN-NY4-TP-2-eth10,opra,Session 10,B,Victory Networks,233.43.202.42,10.75.128.4,Et50
VN-NY4-TP-4-p3p2,opra,Session 11,B,Victory Networks,233.43.202.43,10.75.128.4,Et34
VN-NY4-CAP-2-eth7,opra,Session 11,B,Victory Networks,233.43.202.43,10.75.128.4,Et37
VN-NY4-TP-2-eth10,opra,Session 11,B,Victory Networks,233.43.202.43,10.75.128.4,Et50
vn-NY4-TP-2-eth9,opra,Session 12,B,Victory Networks,233.43.202.44,10.75.128.4,Et27
VN-NY4-TP-4-p3p2,opra,Session 12,B,Victory Networks,233.43.202.44,10.75.128.4,Et34
VN-NY4-CAP-2-eth7,opra,Session 12,B,Victory Networks,233.43.202.44,10.75.128.4,Et37
vn-NY4-TP-2-eth9,opra,Session 13,B,Victory Networks,233.43.202.45,10.75.128.4,Et27
VN-NY4-TP-4-p3p2,opra,Session 13,B,Victory Networks,233.43.202.45,10.75.128.4,Et34
VN-NY4-CAP-2-eth7,opra,Session 13,B,Victory Networks,233.43.202.45,10.75.128.4,Et37
vn-NY4-TP-2-eth9,opra,Session 14,B,Victory Networks,233.43.202.46,10.75.128.4,Et27
VN-NY4-TP-4-p3p2,opra,Session 14,B,Victory Networks,233.43.202.46,10.75.128.4,Et34
VN-NY4-CAP-2-eth7,opra,Session 14,B,Victory Networks,233.43.202.46,10.75.128.4,Et37
vn-NY4-TP-2-eth9,opra,Session 15,B,Victory Networks,233.43.202.47,10.75.128.4,Et27
VN-NY4-TP-4-p3p2,opra,Session 15,B,Victory Networks,233.43.202.47,10.75.128.4,Et34
VN-NY4-CAP-2-eth7,opra,Session 15,B,Victory Networks,233.43.202.47,10.75.128.4,Et37
vn-NY4-TP-2-eth9,opra,Session 16,B,Victory Networks,233.43.202.48,10.75.128.4,Et27
VN-NY4-TP-4-p3p2,opra,Session 16,B,Victory Networks,233.43.202.48,10.75.128.4,Et34
VN-NY4-CAP-2-eth7,opra,Session 16,B,Victory Networks,233.43.202.48,10.75.128.4,Et37
vn-NY4-TP-2-eth9,opra,Session 17,B,Victory Networks,233.43.202.49,10.75.128.4,Et27
VN-NY4-TP-4-p3p2,opra,Session 17,B,Victory Networks,233.43.202.49,10.75.128.4,Et34
VN-NY4-CAP-2-eth7,opra,Session 17,B,Victory Networks,233.43.202.49,10.75.128.4,Et37
VN-NY4-TP-2-eth8,opra,Session 5,A,Victory Networks,233.43.202.5,10.75.128.9,Et5
VN-NY4-TP-4-p2p2,opra,Session 5,A,Victory Networks,233.43.202.5,10.75.128.9,Et9
vn-NY4-TP-2-eth9,opra,Session 18,B,Victory Networks,233.43.202.50,10.75.128.4,Et27
VN-NY4-TP-4-p3p2,opra,Session 18,B,Victory Networks,233.43.202.50,10.75.128.4,Et34
VN-NY4-CAP-2-eth7,opra,Session 18,B,Victory Networks,233.43.202.50,10.75.128.4,Et37
vn-NY4-TP-2-eth9,opra,Session 19,B,Victory Networks,233.43.202.51,10.75.128.4,Et27
VN-NY4-TP-4-p3p2,opra,Session 19,B,Victory Networks,233.43.202.51,10.75.128.4,Et34
VN-NY4-CAP-2-eth7,opra,Session 19,B,Victory Networks,233.43.202.51,10.75.128.4,Et37
vn-NY4-TP-2-eth9,opra,Session 20,B,Victory Networks,233.43.202.52,10.75.128.4,Et27
VN-NY4-TP-4-p3p2,opra,Session 20,B,Victory Networks,233.43.202.52,10.75.128.4,Et34
VN-NY4-CAP-2-eth7,opra,Session 20,B,Victory Networks,233.43.202.52,10.75.128.4,Et37
vn-NY4-TP-2-eth9,opra,Session 21,B,Victory Networks,233.43.202.53,10.75.128.4,Et27
VN-NY4-TP-4-p3p2,opra,Session 21,B,Victory Networks,233.43.202.53,10.75.128.4,Et34
VN-NY4-CAP-2-eth7,opra,Session 21,B,Victory Networks,233.43.202.53,10.75.128.4,Et37
vn-NY4-TP-2-eth9,opra,Session 22,B,Victory Networks,233.43.202.54,10.75.128.4,Et27
VN-NY4-TP-4-p3p2,opra,Session 22,B,Victory Networks,233.43.202.54,10.75.128.4,Et34
VN-NY4-CAP-2-eth7,opra,Session 22,B,Victory Networks,233.43.202.54,10.75.128.4,Et37
vn-NY4-TP-2-eth9,opra,Session 23,B,Victory Networks,233.43.202.55,10.75.128.4,Et27
VN-NY4-TP-4-p3p2,opra,Session 23,B,Victory Networks,233.43.202.55,10.75.128.4,Et34
VN-NY4-CAP-2-eth7,opra,Session 23,B,Victory Networks,233.43.202.55,10.75.128.4,Et37
VN-NY4-TP-4-p1p2,opra,Session 24,B,Victory Networks,233.43.202.56,10.75.128.4,Et23
VN-NY4-CAP-2-eth7,opra,Session 24,B,Victory Networks,233.43.202.56,10.75.128.4,Et37
VN-NY4-TP-5-eth5,opra,Session 24,B,Victory Networks,233.43.202.56,10.75.128.4,Et48
VN-NY4-TP-2-eth8,opra,Session 6,A,Victory Networks,233.43.202.6,10.75.128.9,Et5
VN-NY4-TP-4-p3p1,opra,Session 6,A,Victory Networks,233.43.202.6,10.75.128.9,Et10
VN-NY4-TP-2-eth8,opra,Session 7,A,Victory Networks,233.43.202.7,10.75.128.9,Et5
VN-NY4-TP-4-p3p1,opra,Session 7,A,Victory Networks,233.43.202.7,10.75.128.9,Et10
VN-NY4-TP-2-eth8,opra,Session 8,A,Victory Networks,233.43.202.8,10.75.128.9,Et5
VN-NY4-TP-4-p3p1,opra,Session 8,A,Victory Networks,233.43.202.8,10.75.128.9,Et10
VN-NY4-TP-2-eth8,opra,Session 9,A,Victory Networks,233.43.202.9,10.75.128.9,Et5
VN-NY4-TP-4-p3p1,opra,Session 9,A,Victory Networks,233.43.202.9,10.75.128.9,Et10
VN-NY4-TP-4-p3p1,uqdf_binary,not-found,A,Victory Networks,233.46.176.0,10.75.128.9,Et10
VN-NY4-CAP-2-eth6,uqdf_binary,not-found,A,Victory Networks,233.46.176.0,10.75.128.9,Et15
VN-NY4-SP-2,uqdf_binary,not-found,A,Victory Networks,233.46.176.0,10.75.128.9,Et26
VN-NY4-TP-4-p3p1,uqdf_binary,not-found,A,Victory Networks,233.46.176.1,10.75.128.9,Et10
VN-NY4-CAP-2-eth6,uqdf_binary,not-found,A,Victory Networks,233.46.176.1,10.75.128.9,Et15
VN-NY4-SP-2,uqdf_binary,not-found,A,Victory Networks,233.46.176.1,10.75.128.9,Et26
VN-NY4-TP-4-p3p1,utdf_binary,not-found,A,Victory Networks,233.46.176.10,10.75.128.9,Et10
VN-NY4-CAP-2-eth6,utdf_binary,not-found,A,Victory Networks,233.46.176.10,10.75.128.9,Et15
VN-NY4-SP-2,utdf_binary,not-found,A,Victory Networks,233.46.176.10,10.75.128.9,Et26
VN-NY4-TP-4-p3p1,utdf_binary,not-found,A,Victory Networks,233.46.176.11,10.75.128.9,Et10
VN-NY4-CAP-2-eth6,utdf_binary,not-found,A,Victory Networks,233.46.176.11,10.75.128.9,Et15
VN-NY4-TP-5-p5p1,utdf_binary,not-found,A,Victory Networks,233.46.176.11,10.75.128.9,Et25
VN-NY4-TP-4-p3p1,utdf_binary,not-found,A,Victory Networks,233.46.176.12,10.75.128.9,Et10
VN-NY4-CAP-2-eth6,utdf_binary,not-found,A,Victory Networks,233.46.176.12,10.75.128.9,Et15
VN-NY4-TP-5-p5p1,utdf_binary,not-found,A,Victory Networks,233.46.176.12,10.75.128.9,Et25
VN-NY4-TP-4-p2p2,utdf_binary,not-found,A,Victory Networks,233.46.176.13,10.75.128.9,Et9
VN-NY4-TP-5-p2p1,utdf_binary,not-found,A,Victory Networks,233.46.176.13,10.75.128.9,Et13
VN-NY4-CAP-2-eth6,utdf_binary,not-found,A,Victory Networks,233.46.176.13,10.75.128.9,Et15
VN-CAR-CAP-1-eth4-PTP,uqdf_binary,not-found,B,Victory Networks,233.46.176.16,10.66.254.5,Et12
VN-NY4-TP-4-p3p2,uqdf_binary,not-found,B,Victory Networks,233.46.176.16,10.75.128.4,Et34
VN-NY4-TP-5-eth1,uqdf_binary,not-found,B,Victory Networks,233.46.176.16,10.75.128.4,Et44
VN-CAR-CAP-1-eth4-PTP,uqdf_binary,not-found,B,Victory Networks,233.46.176.17,10.66.254.5,Et12
VN-NY4-TP-4-p3p2,uqdf_binary,not-found,B,Victory Networks,233.46.176.17,10.75.128.4,Et34
VN-NY4-TP-5-eth1,uqdf_binary,not-found,B,Victory Networks,233.46.176.17,10.75.128.4,Et44
VN-CAR-CAP-1-eth4-PTP,uqdf_binary,not-found,B,Victory Networks,233.46.176.18,10.66.254.5,Et12
VN-NY4-TP-4-p3p2,uqdf_binary,not-found,B,Victory Networks,233.46.176.18,10.75.128.4,Et34
VN-NY4-TP-5-eth1,uqdf_binary,not-found,B,Victory Networks,233.46.176.18,10.75.128.4,Et44
VN-CAR-CAP-1-eth4-PTP,uqdf_binary,not-found,B,Victory Networks,233.46.176.19,10.66.254.5,Et12
VN-NY4-TP-5-p5p2,uqdf_binary,not-found,B,Victory Networks,233.46.176.19,10.75.128.4,Et15
VN-NY4-TP-4-p3p2,uqdf_binary,not-found,B,Victory Networks,233.46.176.19,10.75.128.4,Et34
VN-NY4-TP-4-p3p1,uqdf_binary,not-found,A,Victory Networks,233.46.176.2,10.75.128.9,Et10
VN-NY4-CAP-2-eth6,uqdf_binary,not-found,A,Victory Networks,233.46.176.2,10.75.128.9,Et15
VN-NY4-SP-2,uqdf_binary,not-found,A,Victory Networks,233.46.176.2,10.75.128.9,Et26
VN-CAR-CAP-1-eth4-PTP,uqdf_binary,not-found,B,Victory Networks,233.46.176.20,10.66.254.5,Et12
VN-NY4-TP-5-p5p2,uqdf_binary,not-found,B,Victory Networks,233.46.176.20,10.75.128.4,Et15
VN-NY4-TP-4-p3p2,uqdf_binary,not-found,B,Victory Networks,233.46.176.20,10.75.128.4,Et34
VN-CAR-CAP-1-eth4-PTP,uqdf_binary,not-found,B,Victory Networks,233.46.176.21,10.66.254.5,Et12
VN-NY4-TP-4-p2p1,uqdf_binary,not-found,B,Victory Networks,233.46.176.21,10.75.128.4,Et33
VN-NY4-TP-5-p2p2,uqdf_binary,not-found,B,Victory Networks,233.46.176.21,10.75.128.4,Et43
VN-CAR-CAP-1-eth4-PTP,utdf_binary,not-found,B,Victory Networks,233.46.176.24,10.66.254.5,Et12
VN-NY4-TP-4-p3p2,utdf_binary,not-found,B,Victory Networks,233.46.176.24,10.75.128.4,Et34
VN-NY4-TP-5-eth1,utdf_binary,not-found,B,Victory Networks,233.46.176.24,10.75.128.4,Et44
VN-CAR-CAP-1-eth4-PTP,utdf_binary,not-found,B,Victory Networks,233.46.176.25,10.66.254.5,Et12
VN-NY4-TP-4-p3p2,utdf_binary,not-found,B,Victory Networks,233.46.176.25,10.75.128.4,Et34
VN-NY4-TP-5-eth1,utdf_binary,not-found,B,Victory Networks,233.46.176.25,10.75.128.4,Et44
VN-CAR-CAP-1-eth4-PTP,utdf_binary,not-found,B,Victory Networks,233.46.176.26,10.66.254.5,Et12
VN-NY4-TP-4-p3p2,utdf_binary,not-found,B,Victory Networks,233.46.176.26,10.75.128.4,Et34
VN-NY4-TP-5-eth1,utdf_binary,not-found,B,Victory Networks,233.46.176.26,10.75.128.4,Et44
VN-CAR-CAP-1-eth4-PTP,utdf_binary,not-found,B,Victory Networks,233.46.176.27,10.66.254.5,Et12
VN-NY4-TP-5-p5p2,utdf_binary,not-found,B,Victory Networks,233.46.176.27,10.75.128.4,Et15
VN-NY4-TP-4-p3p2,utdf_binary,not-found,B,Victory Networks,233.46.176.27,10.75.128.4,Et34
VN-CAR-CAP-1-eth4-PTP,utdf_binary,not-found,B,Victory Networks,233.46.176.28,10.66.254.5,Et12
VN-NY4-TP-5-p5p2,utdf_binary,not-found,B,Victory Networks,233.46.176.28,10.75.128.4,Et15
VN-NY4-TP-4-p3p2,utdf_binary,not-found,B,Victory Networks,233.46.176.28,10.75.128.4,Et34
VN-CAR-CAP-1-eth4-PTP,utdf_binary,not-found,B,Victory Networks,233.46.176.29,10.66.254.5,Et12
VN-NY4-TP-4-p2p1,utdf_binary,not-found,B,Victory Networks,233.46.176.29,10.75.128.4,Et33
VN-NY4-TP-5-p2p2,utdf_binary,not-found,B,Victory Networks,233.46.176.29,10.75.128.4,Et43
VN-NY4-TP-4-p3p1,uqdf_binary,not-found,A,Victory Networks,233.46.176.3,10.75.128.9,Et10
VN-NY4-CAP-2-eth6,uqdf_binary,not-found,A,Victory Networks,233.46.176.3,10.75.128.9,Et15
VN-NY4-TP-5-p5p1,uqdf_binary,not-found,A,Victory Networks,233.46.176.3,10.75.128.9,Et25
VN-NY4-TP-4-p3p1,uqdf_binary,not-found,A,Victory Networks,233.46.176.4,10.75.128.9,Et10
VN-NY4-CAP-2-eth6,uqdf_binary,not-found,A,Victory Networks,233.46.176.4,10.75.128.9,Et15
VN-NY4-TP-5-p5p1,uqdf_binary,not-found,A,Victory Networks,233.46.176.4,10.75.128.9,Et25
VN-NY4-TP-4-p2p2,uqdf_binary,not-found,A,Victory Networks,233.46.176.5,10.75.128.9,Et9
VN-NY4-TP-5-p2p1,uqdf_binary,not-found,A,Victory Networks,233.46.176.5,10.75.128.9,Et13
VN-NY4-CAP-2-eth6,uqdf_binary,not-found,A,Victory Networks,233.46.176.5,10.75.128.9,Et15
VN-NY4-TP-4-p3p1,utdf_binary,not-found,A,Victory Networks,233.46.176.8,10.75.128.9,Et10
VN-NY4-CAP-2-eth6,utdf_binary,not-found,A,Victory Networks,233.46.176.8,10.75.128.9,Et15
VN-NY4-SP-2,utdf_binary,not-found,A,Victory Networks,233.46.176.8,10.75.128.9,Et26
VN-NY4-TP-4-p3p1,utdf_binary,not-found,A,Victory Networks,233.46.176.9,10.75.128.9,Et10
VN-NY4-CAP-2-eth6,utdf_binary,not-found,A,Victory Networks,233.46.176.9,10.75.128.9,Et15
VN-NY4-SP-2,utdf_binary,not-found,A,Victory Networks,233.46.176.9,10.75.128.9,Et26
VN-CAR-CAP-1-eth4-PTP,phlx_topo_quotes,not-found,A,Victory Networks,233.47.179.104,10.66.254.5,Et12
VN-CAR-CAP-1-eth4-PTP,phlx_topo_quotes,not-found,A,Victory Networks,233.47.179.105,10.66.254.5,Et12
VN-CAR-CAP-1-eth4-PTP,phlx_topo_quotes,not-found,A,Victory Networks,233.47.179.106,10.66.254.5,Et12
VN-CAR-CAP-1-eth4-PTP,phlx_topo_quotes,not-found,A,Victory Networks,233.47.179.107,10.66.254.5,Et12
VN-CAR-CAP-1-eth4-PTP,phlx_topo_quotes,not-found,A,Victory Networks,233.47.179.108,10.66.254.5,Et12
VN-CAR-CAP-1-eth4-PTP,phlx_topo_quotes,not-found,A,Victory Networks,233.47.179.109,10.66.254.5,Et12
VN-CAR-CAP-1-eth4-PTP,phlx_topo_quotes,not-found,A,Victory Networks,233.47.179.110,10.66.254.5,Et12
VN-CAR-CAP-1-eth4-PTP,phlx_topo_quotes,not-found,A,Victory Networks,233.47.179.111,10.66.254.5,Et12
VN-CAR-CAP-1-eth4-PTP,phlx_topo_trades,not-found,A,Victory Networks,233.47.179.112,10.66.254.5,Et12
VN-CAR-CAP-1-eth4-PTP,phlx_topo_trades,not-found,A,Victory Networks,233.47.179.113,10.66.254.5,Et12
